[2025-02-17 10:23:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 386, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 2, 'name': 'Saiko', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739813037033}]}}
[2025-02-17 10:46:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 997, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': 'Playing in 2 Servers 🎶', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814365598}]}}
[2025-02-17 10:46:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:08] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:10] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814370061.
[2025-02-17 10:46:10] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814370061}.
[2025-02-17 10:46:10] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814370061}
[2025-02-17 10:46:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 998, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🖥️ Cluster 0 | 2073 Servers 🖥️', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814368599}]}}
[2025-02-17 10:46:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:11] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 999, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🖥️ Cluster 0 | 2073 Servers 🖥️', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814371599}]}}
[2025-02-17 10:46:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:14] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:15] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814375076.
[2025-02-17 10:46:15] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814375076}.
[2025-02-17 10:46:15] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814375076}
[2025-02-17 10:46:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1000, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 4, 'state': 'Smiling', 'name': 'Custom Status', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814372389}]}}
[2025-02-17 10:46:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:15] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1001, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🎮 /play | เล่นเพลง', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814374600}]}}
[2025-02-17 10:46:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:17] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:20] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814380082.
[2025-02-17 10:46:20] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814380082}.
[2025-02-17 10:46:20] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814380082}
[2025-02-17 10:46:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1002, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 2, 'name': 'Saiko', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814377392}]}}
[2025-02-17 10:46:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:20] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:25] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814385094.
[2025-02-17 10:46:25] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814385094}.
[2025-02-17 10:46:25] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814385094}
[2025-02-17 10:46:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1003, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 2, 'name': 'Saiko', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814382391}]}}
[2025-02-17 10:46:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:25] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1004, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🎮 /play | เล่นเพลง', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814383603}]}}
[2025-02-17 10:46:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:26] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1005, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '💞 /setup | สร้างห้องเล่นเพลง', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814386602}]}}
[2025-02-17 10:46:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:29] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1006, 'op': 0, 'd': {'user': {'id': '1085549382528667790'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🔍 /help | ดูคำสั่งทั้งหมด', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814387085}]}}
[2025-02-17 10:46:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:30] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:30] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814390109.
[2025-02-17 10:46:30] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814390109}.
[2025-02-17 10:46:30] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814390109}
[2025-02-17 10:46:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1007, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🖥️ Cluster 0 | 2073 Servers 🖥️', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814389605}]}}
[2025-02-17 10:46:32] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:32] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:35] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814395124.
[2025-02-17 10:46:35] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814395124}.
[2025-02-17 10:46:35] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814395124}
[2025-02-17 10:46:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1008, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 4, 'state': 'Smiling', 'name': 'Custom Status', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814392394}]}}
[2025-02-17 10:46:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:35] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1009, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': 'Playing in 2 Servers 🎶', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814392604}]}}
[2025-02-17 10:46:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:35] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1010, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🖥️ Cluster 0 | 2073 Servers 🖥️', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814395606}]}}
[2025-02-17 10:46:38] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:38] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1011, 'op': 0, 'd': {'user': {'id': '1085133391428595735'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': []}}
[2025-02-17 10:46:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:39] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:40] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814400140.
[2025-02-17 10:46:40] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814400140}.
[2025-02-17 10:46:40] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814400140}
[2025-02-17 10:46:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1012, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 2, 'name': 'Saiko', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814397395}]}}
[2025-02-17 10:46:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:40] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1013, 'op': 0, 'd': {'user': {'id': '576418174195597333'}, 'status': 'dnd', 'guild_id': '901431481090596924', 'client_status': {'mobile': 'dnd', 'desktop': 'dnd'}, 'activities': [{'type': 4, 'name': 'Custom Status', 'id': 'custom', 'emoji': {'name': '🔇'}, 'created_at': 1739813767801}, {'type': 0, 'timestamps': {'start': 1739794348263}, 'state': 'Active in Launcher', 'name': 'Lunar Client', 'id': 'a645ec3b491febd', 'created_at': 1739813016224, 'assets': {'large_image': '1139991646453379102'}, 'application_id': '562286213059444737'}]}}
[2025-02-17 10:46:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:40] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1014, 'op': 0, 'd': {'user': {'id': '576418174195597333'}, 'status': 'dnd', 'guild_id': '901431481090596924', 'client_status': {'mobile': 'dnd', 'desktop': 'dnd'}, 'activities': [{'type': 4, 'name': 'Custom Status', 'id': 'custom', 'emoji': {'name': '🔇'}, 'created_at': 1739814399936}, {'type': 0, 'timestamps': {'start': 1739794348263}, 'state': 'Active in Launcher', 'name': 'Lunar Client', 'id': 'a645ec3b491febd', 'created_at': 1739813016224, 'assets': {'large_image': '1139991646453379102'}, 'application_id': '562286213059444737'}]}}
[2025-02-17 10:46:42] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:42] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 1014.
[2025-02-17 10:46:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-02-17 10:46:45] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814405149.
[2025-02-17 10:46:45] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814405149}.
[2025-02-17 10:46:45] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814405149}
[2025-02-17 10:46:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1015, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 2, 'name': 'Saiko', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814402404}]}}
[2025-02-17 10:46:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:45] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1016, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🪄 /help | ดูคำสั่งทั้งหมด', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814404606}]}}
[2025-02-17 10:46:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:47] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1017, 'op': 0, 'd': {'user': {'id': '576418174195597333'}, 'status': 'dnd', 'guild_id': '901431481090596924', 'client_status': {'mobile': 'dnd', 'desktop': 'dnd'}, 'activities': [{'type': 4, 'name': 'Custom Status', 'id': 'custom', 'emoji': {'name': '🔇'}, 'created_at': 1739814406660}, {'type': 0, 'timestamps': {'start': 1739794348263}, 'state': 'Active in Launcher', 'name': 'Lunar Client', 'id': 'a645ec3b491febd', 'created_at': 1739813016224, 'assets': {'large_image': '1139991646453379102'}, 'application_id': '562286213059444737'}]}}
[2025-02-17 10:46:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:49] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:50] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814410159.
[2025-02-17 10:46:50] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814410159}.
[2025-02-17 10:46:50] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814410159}
[2025-02-17 10:46:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1018, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '💞 /setup | สร้างห้องเล่นเพลง', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814407606}]}}
[2025-02-17 10:46:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:50] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1019, 'op': 0, 'd': {'user': {'id': '576418174195597333'}, 'status': 'dnd', 'guild_id': '901431481090596924', 'client_status': {'mobile': 'dnd', 'desktop': 'dnd'}, 'activities': [{'type': 4, 'name': 'Custom Status', 'id': 'custom', 'emoji': {'name': '🔇'}, 'created_at': 1739814408201}, {'type': 0, 'timestamps': {'start': 1739794348263}, 'state': 'Active in Launcher', 'name': 'Lunar Client', 'id': 'a645ec3b491febd', 'created_at': 1739813016224, 'assets': {'large_image': '1139991646453379102'}, 'application_id': '562286213059444737'}]}}
[2025-02-17 10:46:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:51] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1020, 'op': 0, 'd': {'user': {'id': '576418174195597333'}, 'status': 'dnd', 'guild_id': '901431481090596924', 'client_status': {'mobile': 'dnd', 'desktop': 'dnd'}, 'activities': [{'type': 4, 'name': 'Custom Status', 'id': 'custom', 'emoji': {'name': '🔇'}, 'created_at': 1739814408581}, {'type': 0, 'timestamps': {'start': 1739794348263}, 'state': 'Active in Launcher', 'name': 'Lunar Client', 'id': 'a645ec3b491febd', 'created_at': 1739813016224, 'assets': {'large_image': '1139991646453379102'}, 'application_id': '562286213059444737'}]}}
[2025-02-17 10:46:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:51] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1021, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🪄 /help | ดูคำสั่งทั้งหมด', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814410608}]}}
[2025-02-17 10:46:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:53] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:55] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814415165.
[2025-02-17 10:46:55] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814415165}.
[2025-02-17 10:46:55] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814415165}
[2025-02-17 10:46:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1022, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 4, 'state': 'Smiling', 'name': 'Custom Status', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814412404}]}}
[2025-02-17 10:46:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:55] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1023, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': 'Playing in 2 Servers 🎶', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814413608}]}}
[2025-02-17 10:46:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:56] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:46:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1024, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🎮 /play | เล่นเพลง', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814416608}]}}
[2025-02-17 10:46:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:46:59] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:47:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1025, 'op': 0, 'd': {'user': {'id': '1085549382528667790'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🔍 /help | ดูคำสั่งทั้งหมด', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814417077}]}}
[2025-02-17 10:47:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:47:00] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:47:00] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814420170.
[2025-02-17 10:47:00] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814420170}.
[2025-02-17 10:47:00] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814420170}
[2025-02-17 10:47:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1026, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 2, 'name': 'Saiko', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814417403}]}}
[2025-02-17 10:47:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:47:00] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:47:05] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814425176.
[2025-02-17 10:47:05] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814425176}.
[2025-02-17 10:47:05] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814425176}
[2025-02-17 10:47:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1027, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 2, 'name': 'Saiko', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814422402}]}}
[2025-02-17 10:47:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:47:05] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:47:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1028, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '💞 /setup | สร้างห้องเล่นเพลง', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814425610}]}}
[2025-02-17 10:47:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:47:08] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:47:10] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814430183.
[2025-02-17 10:47:10] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814430183}.
[2025-02-17 10:47:10] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814430183}
[2025-02-17 10:47:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1029, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': '🪄 /help | ดูคำสั่งทั้งหมด', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814428609}]}}
[2025-02-17 10:47:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:47:11] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:47:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1030, 'op': 0, 'd': {'user': {'id': '1244291562738024479'}, 'status': 'online', 'guild_id': '901431481090596924', 'client_status': {'web': 'online'}, 'activities': [{'type': 4, 'state': 'Playing in 2 Servers 🎶', 'name': 'custom', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814431615}]}}
[2025-02-17 10:47:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:47:14] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-02-17 10:47:15] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1739814435191.
[2025-02-17 10:47:15] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1739814435191}.
[2025-02-17 10:47:15] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1739814435191}
[2025-02-17 10:47:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 1031, 'op': 0, 'd': {'user': {'id': '927108202867359745'}, 'status': 'idle', 'guild_id': '901431481090596924', 'client_status': {'web': 'idle'}, 'activities': [{'type': 4, 'state': 'Smiling', 'name': 'Custom Status', 'id': 'ec0b28a579ecb4bd', 'created_at': 1739814432405}]}}
[2025-02-17 10:47:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-02-17 10:47:15] [DEBUG   ] discord.client: Dispatching event presence_update
